TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
027U,17950,34417P10,2018-09-20,2023-08-30,1
027V,17956,08579X10,2018-09-20,2023-12-29,1
027W,17798,31948P10,2018-09-20,2021-07-21,1
027Y,17980,13758610,2018-09-20,2023-12-29,1
027Z,17967,05185710,2018-09-20,2023-12-10,1
0283,16836,05208W10,2018-09-20,2020-10-11,2
0283,,,2020-10-15,2020-11-18,6
0283,16836,36117T10,2020-11-19,2023-12-29,2
0288,18011,83570H10,2018-09-20,2023-12-29,1
028A,18013,04206A10,2018-09-20,2023-12-29,1
028C,15508,29668H70,2018-09-20,2023-12-29,2
028K,,,2018-09-20,2019-12-18,6
028K,19143,65136T20,2019-12-27,2020-11-09,1
028K,19143,29073410,2020-11-19,2023-10-16,1
029J,18087,62914V10,2018-10-18,2023-12-29,1
029Z,18102,09075F10,2018-10-18,2023-08-06,1
029Z,18102,09075F30,2023-08-17,2023-12-29,1
02A0,18062,28414H10,2018-10-18,2023-12-29,1
02A1,16905,30607B10,2018-10-18,2022-06-05,1
02A1,16905,82982V10,2022-06-16,2022-12-28,1
02A1,16905,82983N10,2023-01-19,2023-12-29,1
02AA,17316,22717L10,2018-10-18,2023-12-29,2
02AC,18063,29975E10,2018-10-18,2023-12-29,1
02AK,18085,50736W10,2018-11-15,2022-03-03,1
02AK,18085,50736W20,2022-03-17,2022-04-07,1
02AK,,,2022-04-14,2023-12-31,6
02AL,18128,86936710,2018-11-15,2023-12-29,1
02AM,18325,01643A20,2018-12-10,2023-04-04,1
02AM,18325,01643A30,2023-04-20,2023-12-29,1
02AO,18099,G0455310,2018-11-15,2023-12-06,1
02AP,18116,39868T10,2018-11-15,2023-12-29,1
02AQ,18108,13973710,2018-11-15,2023-12-29,1
02AV,18135,40131M10,2018-11-15,2023-12-29,1
02B4,18137,01977010,2018-11-15,2023-12-29,1
02B6,18141,03272L10,2018-11-15,2022-06-21,1
02B7,18195,29446K10,2018-11-15,2023-12-29,1
02BO,18183,83417Q10,2018-11-15,2021-08-01,1
02BO,18183,83417Q20,2021-08-19,2023-12-29,1
02BP,18205,54142F10,2018-11-15,2022-11-15,1
02BS,18185,86389T10,2018-11-15,2023-12-29,1
02C9,18214,90184D10,2018-12-20,2023-12-29,1
02CB,18144,03965310,2018-12-20,2023-12-29,1
02CE,18260,G8196D10,2018-12-20,2021-02-25,1
02DO,18321,87167A10,2019-01-17,2020-01-22,1
02DY,18049,58734F30,2019-01-17,2019-06-13,1
02DY,18049,02357610,2019-06-20,2023-12-29,1
02E2,17973,74374N10,2019-02-14,2023-04-26,1
02ED,,,2019-02-14,,6
02EH,18261,89856T10,2019-02-14,2020-10-21,1
02EH,18261,89856T20,2020-11-19,2023-12-29,1
02EJ,18313,Y6215110,2019-02-14,2021-03-31,1
02EO,18322,98212N10,2019-02-14,2023-12-29,1
02ET,18326,94861A10,2019-02-14,2022-01-25,1
02ET,18326,94861A20,2022-02-17,2022-05-16,1
02ET,,,2022-05-19,2022-12-31,6
02F6,18151,05156X10,2019-03-14,2020-05-10,2
02F6,18151,05156X88,2020-05-11,2023-12-29,2
02FB,16066,74587B10,2019-03-14,2023-12-29,1
02FM,18401,41358P10,2019-03-14,2023-09-04,1
02FM,18401,41358P20,2023-09-14,2023-12-29,1
02FW,18056,28484920,2019-04-18,2023-12-29,1
02GC,18303,G6096M10,2019-04-18,2023-01-22,1
02GC,18303,G6096M11,2023-02-16,2023-02-26,1
02GC,18303,G6096M12,2023-03-16,2023-12-29,1
02GQ,18467,91531W10,2019-04-18,2023-12-29,1
02GR,18485,72352L10,2019-04-18,2023-12-29,1
02GS,18459,14610210,2019-04-18,2020-11-22,1
02GS,18459,14610310,2020-12-17,2023-12-29,1
02H0,18480,89267210,2019-05-16,2023-12-29,1
02H2,18460,G9478710,2019-05-16,2021-07-01,1
02H5,18426,Y2067610,2019-05-16,2021-07-15,1
02H6,18425,90171V20,2019-05-16,2020-11-08,1
02H6,18425,05875B10,2020-11-19,2023-12-29,1
02HC,17116,54351810,2019-05-16,2023-12-29,1
02HD,18566,82710M10,2019-05-16,2023-12-29,1
02HN,18482,69553P10,2019-05-16,2023-12-29,1
02HZ,18559,43906K10,2019-05-16,2023-12-29,1
02I4,18547,10501L10,2019-05-16,2023-12-29,1
02I5,17357,87615L10,2019-05-16,2023-12-29,1
02I8,18723,G2181010,2019-05-16,2023-12-29,1
02I9,18662,54951L10,2019-06-20,2020-06-26,1
02I9,,,2020-07-16,,6
02IE,18675,83356Q10,2019-06-20,2023-12-29,1
02IL,19310,13005U10,2020-03-20,2023-12-29,1
02IQ,17820,72016210,2019-06-20,2021-05-17,1
02IQ,21325,72016P10,2021-05-20,2023-12-29,1
02IS,18709,57860510,2019-06-20,2023-12-29,1
02IT,18648,22053A10,2019-06-20,2023-12-29,1
02IY,18715,73757R10,2019-06-20,2023-12-29,1
02J0,18579,05352A10,2019-06-20,2023-12-29,1
02J2,17827,13803510,2019-06-20,2023-12-19,2
02J2,17827,13803570,2023-12-20,2023-12-29,2
02J7,18734,83088V10,2019-06-20,2021-07-20,1
02J8,18724,G0250X10,2019-06-20,2023-12-29,1
02J9,15904,59564R20,2019-06-20,2020-03-02,1
02J9,15904,59564R30,2020-03-19,2021-12-31,1
02JK,18743,36257Y10,2019-07-18,2023-12-29,1
02JO,16585,78590A10,2019-07-18,2023-12-29,1
02JU,18780,60818910,2019-07-18,2021-04-29,1
02JU,18780,02156U10,2021-05-20,2023-12-29,1
02K5,18735,39874R10,2019-07-18,2023-12-29,1
02KF,18807,69121K10,2019-08-15,2023-12-29,1
02KI,18779,61775R10,2019-08-15,2023-12-29,1
02KP,18771,15912K10,2019-08-15,2022-09-30,1
02KQ,18770,10806X10,2019-08-15,2023-12-29,1
02KS,18769,00650F10,2019-08-15,2023-12-29,1
02KV,18784,88339P10,2019-08-15,2023-12-29,1
02KW,18808,71944F10,2019-08-15,2023-12-29,1
02LW,18786,04546L10,2019-08-15,2023-12-29,1
02LX,18838,35961610,2019-08-15,2023-12-29,1
02M2,18832,14843C10,2019-09-19,2023-12-29,1
02M3,18810,74349J10,2019-09-19,2021-08-03,1
02M4,18815,86745K10,2019-09-19,2023-12-29,1
02M6,18568,92337U10,2019-09-19,2023-04-18,1
02M6,18568,92337U20,2023-04-20,2023-12-29,1
02MG,18824,92837L10,2019-09-19,2023-12-29,1
02MI,18886,26815010,2019-09-19,2023-12-29,1
02MO,18827,G1466R20,2019-09-19,2021-12-13,1
02MU,18896,M5425M10,2019-09-19,2023-12-29,1
02MW,18667,68620P10,2019-09-19,2023-07-06,2
02MW,18667,68620P70,2023-07-07,2023-12-29,2
02MY,17032,64083J10,2019-09-19,2021-04-04,1
02MY,17032,23204X10,2021-04-15,2023-12-29,1
02MZ,17693,60800C10,2019-09-19,2023-08-13,2
02MZ,17693,60800C20,2023-08-14,2023-12-29,2
02N1,18895,22766M10,2019-09-19,2023-12-29,1
02ND,18940,70614W10,2019-09-26,2023-12-29,1
02NH,18906,L0164E10,2019-09-19,2020-05-01,1
02NT,18908,88025U10,2019-10-17,2023-12-29,1
02NX,16156,68827L10,2019-10-17,2023-12-29,2
02O2,17309,75321W10,2019-10-17,2023-12-29,1
02OE,18907,83192H10,2019-10-17,2023-10-03,1
02OI,18909,18915M10,2019-10-17,2023-12-29,1
02OJ,18961,85205L10,2019-10-17,2023-12-29,1
02OM,18960,80405P10,2019-10-17,2023-06-07,1
02OP,18910,29415F10,2019-10-17,2023-12-29,1
02OQ,18955,44958510,2019-10-17,2023-12-29,1
02OZ,17201,61946M10,2019-10-17,2019-11-13,1
02OZ,,,2019-11-14,2022-12-31,6
02OZ/1,,,2019-10-17,2019-11-13,6
02OZ/1,17201,61946M10,2019-11-14,2020-01-20,1
02OZ/1,17201,92854210,2020-02-20,2023-03-09,1
02P1,18958,68376D10,2019-11-14,2023-12-29,1
02P8,19015,59165J10,2019-11-14,2023-12-29,1
02PA,19008,35803L10,2019-11-14,2023-11-05,1
02PB,18997,03836J10,2019-11-14,2023-02-12,1
02PB,18997,03836J20,2023-02-16,2023-12-29,1
02PH,18036,82836310,2019-11-14,2023-12-29,2
02PX,19032,92764N10,2019-11-14,2023-12-29,1
02QA,19058,82837P40,2019-12-19,2023-05-10,1
02QA,,,2023-05-18,,6
02QB,19002,05589G10,2019-12-19,2023-12-29,1
02QG,18996,00809M10,2019-12-19,2023-12-29,1
02QT,19021,75382E10,2019-12-19,2023-12-29,1
02QY,,,2019-12-19,2020-12-31,6
02R3,12890,88338H10,2019-12-19,2023-07-30,2
02R3,12890,88338H70,2023-07-31,2023-12-29,2
02R5,19082,87238110,2019-12-19,2023-12-29,1
02R7,19066,18978H10,2019-12-19,2022-11-28,1
02R7,19066,18978H20,2022-12-15,2023-12-29,1
02R9,18414,83425110,2019-12-19,2021-12-15,1
02RK,17381,G1117K11,2019-12-19,2023-12-29,1
02S5,19148,G9823910,2020-01-16,2023-12-29,1
02S6,19084,09004310,2020-01-16,2023-12-29,1
02S9,19145,85209W10,2020-01-16,2023-12-29,1
02TM,19128,G4760X10,2020-02-20,2023-12-29,1
02U2,19178,76171L10,2020-03-19,2023-12-29,1
02U3,19177,68269G10,2020-03-19,2023-02-22,1
02U7,17987,92537N10,2020-03-19,2023-12-29,1
02UA,18192,39813G10,2020-05-14,2023-12-29,1
02UF,19250,68280L10,2020-03-19,2023-12-29,1
02UZ,19181,03635R10,2020-04-16,2022-11-03,1
02UZ,19181,03635R20,2022-11-17,2023-12-29,1
02V2,19291,36168Q10,2020-04-16,2023-12-29,2
02V4,19018,74319B50,2020-04-16,2023-12-29,2
02V5,18763,57776F40,2020-04-16,2023-01-19,2
02VM,19356,98943L10,2020-05-14,2023-12-29,1
02W6,16400,71948P10,2020-05-14,2023-12-29,1
02W7,18202,69290Y10,2020-05-14,2022-02-14,1
02WD,19398,G3728V10,2020-05-14,2023-12-29,1
02WJ,19400,49639K10,2020-05-14,2023-12-29,1
02WP,19403,93455020,2020-06-03,2023-12-29,1
02WT,19354,97264L10,2020-05-14,2023-12-29,1
02WY,19391,H0036K14,2020-05-15,2023-12-29,1
02X1,19358,45332Y10,2020-05-22,2023-12-29,1
02X2,18223,18979T10,2020-05-14,2023-12-29,1
02X7,19162,59124U60,2020-07-16,2023-12-29,2
02XM,19485,72913910,2020-07-16,2023-12-29,1
02XN,19404,82452J10,2020-07-16,2023-12-29,1
02XZ,19488,05370A10,2020-07-16,2023-12-29,1
02Y1,19464,12233L10,2020-07-16,2023-12-29,1
02Y4,19462,03824M10,2020-07-16,2023-12-26,1
02YA,19486,74319F10,2020-07-16,2023-01-02,1
02YA,19486,74319F30,2023-01-19,2023-12-29,1
02YM,19475,36118A10,2020-08-20,2023-12-29,1
02YP,19463,00851L10,2020-08-20,2023-12-29,1
02YX,19495,26484T10,2020-08-20,2023-12-29,1
02YZ,19496,00437E10,2020-08-20,2023-12-29,1
02ZB,19564,50202M10,2020-08-20,2023-12-29,1
02ZI,19504,08431010,2020-08-20,2023-09-29,1
02ZQ,19534,61511110,2020-08-20,2023-12-29,1
02ZT,19572,89457R10,2020-08-20,2023-04-20,1
02ZU,19566,67080M10,2020-08-20,2023-12-29,1
02ZW,19574,G9440A10,2020-08-20,2023-12-29,1
030E,19541,92847W10,2020-09-17,2023-12-29,1
030F,17781,25401G10,2020-09-17,2023-08-28,1
030F,17781,25401G40,2023-09-14,2023-09-25,1
030R,19605,67181A10,2020-09-17,2023-05-01,1
030U,19627,35655L10,2020-09-17,2023-05-11,1
030U,19627,35655L20,2023-05-18,2023-12-29,1
030V,19622,16281810,2020-09-17,2022-05-27,1
0312,19601,64119V30,2020-09-17,2023-12-29,1
0314,19578,26412010,2020-09-17,2023-03-29,1
0317,18659,45786710,2020-09-17,2020-10-14,1
0317,18659,82452T10,2020-10-15,2023-03-07,1
0317,18659,82452T30,2023-03-16,2023-10-18,1
031P,19654,83344510,2020-10-15,2023-12-29,1
0324,19192,35954B20,2020-10-15,2023-11-29,2
0324,19192,35954B40,2023-11-30,2023-12-29,2
0329,19794,91332U10,2020-10-15,2023-12-29,1
032A,19779,53227R10,2020-10-15,2021-08-09,2
032A,19779,53229C10,2021-08-10,2023-12-29,2
032G,19658,11135E10,2020-10-15,2021-03-21,1
032G,19658,11135E20,2021-04-15,2023-12-29,1
032H,19825,26818M10,2020-10-15,2023-12-29,1
032J,19653,69014510,2020-10-15,2023-12-29,1
032M,19807,92888110,2020-10-15,2023-12-29,1
032N,19655,85914M10,2020-10-15,2023-12-29,1
032O,19821,20451W10,2020-10-15,2023-12-29,1
032P,18410,60975410,2020-10-15,2020-12-22,1
032P,18410,00810F10,2021-01-14,2023-12-29,1
032Q,19818,08265T20,2020-10-15,2023-12-29,1
0330,19857,57906310,2020-11-19,2022-02-28,1
033C,19629,39540E30,2020-11-19,2023-12-29,2
033D,19602,64943920,2020-11-19,2023-01-11,1
033D,19602,64943930,2023-01-19,2023-12-29,1
033E,19946,60510V10,2020-11-19,2023-12-29,1
033K,19945,00402L10,2020-11-19,2023-12-29,1
033L,19953,12529R10,2020-11-19,2023-12-29,1
033M,19839,68730510,2020-11-19,2022-03-30,1
033M,,,2022-04-14,,6
033N,19843,82686Q10,2020-11-19,2023-12-29,1
033O,19981,68236R10,2020-11-19,2023-06-20,1
033W,19985,74275C20,2020-11-19,2023-12-29,1
033Z,19994,82024L10,2020-11-19,2023-12-29,1
0344,19850,50107A10,2020-11-19,2023-12-29,1
034E,19547,15678U12,2020-11-19,2023-12-29,1
034G,18184,33813J10,2020-11-19,2023-12-29,1
034H,19958,27008710,2020-11-19,2023-01-17,1
034H,19958,27008720,2023-01-19,2023-12-29,1
034M,19416,29415C10,2020-11-19,2023-12-29,1
0350,19982,68386J20,2020-11-19,2023-12-29,1
035B,19859,58450V10,2020-12-17,2023-12-29,1
035I,19862,77664L10,2020-12-17,2022-08-14,1
035I,19862,77664L20,2022-08-18,2023-12-29,1
035J,18953,00791N10,2020-12-17,2023-12-29,1
035K,20162,69269L10,2020-12-17,2022-02-25,1
035M,19937,52706410,2020-12-17,2023-12-29,1
035N,19938,01749D10,2020-12-17,2023-12-29,1
035O,19894,36803610,2020-12-17,2023-12-29,1
035P,19910,54975P10,2020-12-17,2023-12-14,1
0364,19939,04683R10,2020-12-17,2023-12-29,1
0365,19189,78472F10,2020-12-17,2022-04-05,1
036C,19433,55336810,2020-12-17,2023-12-29,1
036U,20189,25809K10,2020-12-17,2023-12-29,1
036X,20065,20602D10,2020-12-17,2023-12-29,1
036Y,20289,25609L10,2020-12-17,2023-12-29,2
037B,20062,83601L10,2020-12-17,2023-12-29,1
037C,18719,25058X10,2020-12-17,2023-12-29,1
037I,20191,03750L10,2020-12-17,2023-12-29,1
037M,19196,73324510,2021-01-14,2023-12-29,1
037R,19989,75048110,2021-01-14,2023-09-20,1
037S,19455,68371210,2021-01-14,2023-12-29,1
037W,18533,77615310,2021-01-14,2022-10-14,1
0387,19811,03109410,2021-01-14,2023-02-21,1
0387,19811,03109420,2023-03-16,2023-06-30,1
0388,20187,81578P10,2021-01-14,2023-12-29,1
038H,20312,68236H20,2021-01-14,2023-12-29,1
038K,20193,12468P10,2021-01-14,2023-12-29,1
038O,20195,15687V10,2021-01-14,2023-12-29,1
0397,20333,21077C10,2021-01-14,2023-04-11,1
0397,20333,21077C30,2023-04-20,2023-12-29,1
0398,20196,91680M10,2021-01-14,2023-12-29,1
039F,20305,65443P10,2021-01-14,2023-12-29,1
039L,20306,59833J20,2021-01-14,2023-12-20,1
03A0,18936,9837FR10,2021-02-18,2023-10-08,1
03AB,20340,73739W10,2021-02-18,2023-01-04,1
03AP,19460,00702510,2021-02-18,2022-09-13,1
03AP,19460,00702550,2022-09-15,2023-08-17,1
03AP,19460,00702560,2023-09-14,2023-12-29,1
03AQ,20341,71601V10,2021-02-18,2023-12-29,1
03BG,20445,G6945110,2021-02-18,2023-12-29,1
03BH,19645,58490H10,2021-02-18,2023-11-01,2
03BQ,19875,23327710,2021-03-18,2021-04-20,1
03BQ,20991,G3934V10,2021-05-20,2023-12-29,1
03BR,20456,89644230,2021-03-18,2023-12-29,1
03C0,20553,87975H10,2021-03-18,2023-12-29,3
03C2,20560,G0625A10,2021-03-18,2022-08-16,1
03C5,20567,03476J10,2021-03-18,2023-06-01,1
03C5,20567,28657F10,2023-06-15,2023-12-29,1
03C7,20578,09770210,2021-03-18,2023-12-29,1
03CA,20632,88088110,2021-03-18,2023-12-29,1
03CE,20410,M9T95110,2021-03-18,2023-12-29,1
03CM,20469,92557A10,2021-03-18,2023-12-29,1
03CO,20568,03836A10,2021-03-18,2022-03-28,1
03D7,18794,17143G10,2021-03-18,2021-06-11,1
03D7,21416,83066P20,2021-06-17,2023-10-01,1
03DE,19489,74623V10,2021-03-18,2023-12-29,1
03DI,17090,70214110,2021-04-15,2023-12-26,1
03DL,20625,80919D20,2021-04-15,2021-10-18,2
03DW,20647,45784A10,2021-04-15,2023-12-29,1
03E4,20870,74349U10,2021-04-15,2023-06-15,1
03E8,19970,59169710,2021-04-15,2022-07-27,1
03E9,20892,19260Q10,2021-04-15,2023-12-29,1
03ED,20916,20464U10,2021-04-15,2023-12-29,1
03EG,20655,45783C10,2021-04-15,2023-12-07,1
03EI,20776,20752310,2021-04-15,2023-12-29,1
03EK,20656,25402D10,2021-04-15,2023-12-29,1
03ER,20661,01625V10,2021-05-20,2023-12-29,1
03EZ,20277,G0103T10,2021-05-20,2021-06-21,1
03EZ,20277,72815G10,2021-07-15,2023-12-29,1
03F1,20136,G0456110,2021-05-20,2021-06-14,1
03F1,20136,74374T10,2021-06-17,2023-08-16,1
03F1,,,2023-08-17,,6
03F2,20580,08634410,2021-05-20,2021-06-07,1
03F2,20580,92747V10,2021-06-17,2023-12-29,1
03F4,20681,22266M10,2021-05-20,2023-12-29,1
03FA,20728,81689T10,2021-05-20,2023-12-29,1
03FC,17978,G1611B10,2021-05-20,2023-12-29,1
03FO,21112,H9060V10,2021-05-20,2023-07-07,1
03FS,21297,35909D10,2021-05-20,2023-12-29,1
03FT,19519,34431F10,2021-05-20,2021-07-02,1
03FT,21617,01626W10,2021-07-15,2023-12-29,1
03FV,20895,90089L10,2021-05-20,2023-12-29,1
03FW,21041,83193E10,2021-05-20,2023-12-29,1
03FX,21072,48563L10,2021-05-20,2023-12-29,1
03FY,20893,00857U10,2021-05-20,2023-12-29,1
03G0,20894,03831W10,2021-05-20,2023-12-29,1
03G1,19492,90354D10,2021-05-20,2023-12-29,1
03G7,20920,25862V10,2021-05-20,2023-12-29,1
03G9,20972,90364P10,2021-05-20,2023-12-29,1
03GA,20900,98985X10,2021-05-20,2022-10-18,1
03GG,18047,G4095T10,2021-05-20,2023-12-29,1
03GH,21065,45258K10,2021-05-20,2023-12-15,1
03GJ,19955,92671V10,2021-05-20,2023-07-26,1
03GJ,19955,92671V30,2023-08-17,2023-12-29,1
03GK,21105,89455T10,2021-05-20,2023-12-29,1
03GM,20902,51819L10,2021-05-20,2023-12-29,1
03GR,21089,75082Q10,2021-05-20,2023-12-29,1
03GT,21026,05356F10,2021-06-17,2023-12-29,1
03GU,19935,G7000X10,2021-06-17,2021-07-14,1
03GU,19935,57064N10,2021-07-15,2023-12-29,1
03GZ,21249,94132V10,2021-06-17,2023-12-29,1
03H5,21237,74275K10,2021-06-17,2023-12-29,1
03HC,21294,33830T10,2021-06-17,2023-12-29,1
03HQ,,,2021-06-17,,6
03HR,21341,92025Y10,2021-06-17,2023-12-29,1
03HW,21301,M5216V10,2021-06-17,2023-12-29,1
03I1,21308,46265P10,2021-06-17,2023-12-29,1
03I2,20365,34619R10,2021-06-17,2021-06-27,1
03I2,20365,07346310,2021-07-15,2023-11-21,1
03II,19539,13781Y10,2021-06-17,2023-11-02,1
03IJ,20094,63935810,2021-06-17,2021-08-16,1
03IJ,20094,84856010,2021-08-19,2023-08-30,1
03IJ,20094,84856030,2023-09-14,2023-12-29,1
03IX,21262,23954D10,2021-07-15,2023-12-29,1
03IZ,21263,82933R10,2021-07-15,2023-12-29,1
03J0,21123,70439P10,2021-07-15,2023-12-29,1
03J2,19114,68839R10,2021-07-15,2021-09-09,1
03J2,19114,09263B10,2021-09-16,2023-12-29,1
03J4,21125,98980B10,2021-07-15,2023-12-29,1
03J8,19533,12415510,2021-07-15,2023-12-29,1
03JB,21571,M7S64H10,2021-07-15,2023-12-29,1
03JL,21345,57142B10,2021-07-15,2023-12-29,1
03JS,21257,G9460G10,2021-07-15,2023-12-29,1
03JW,21374,23292E10,2021-07-15,2022-06-10,1
03JW,,,2022-06-16,,6
03JZ,19076,00217D10,2021-07-15,2023-12-29,1
03K3,19824,14171W10,2021-07-15,2023-12-29,1
03K5,21077,60255C10,2021-07-15,2022-07-04,3
03K5,21077,60255C80,2022-07-05,2022-08-28,2
03K5,21077,60255C88,2022-08-29,2023-12-29,2
03K7,19838,65144810,2021-07-15,2021-07-18,1
03K7,19838,30049H10,2021-08-19,2023-12-29,1
03K8,21349,98956A10,2021-07-15,2023-12-29,1
03KD,19556,87427V10,2021-07-15,2023-12-29,1
03KG,18939,G7851620,2021-07-15,2021-08-11,1
03KG,21826,G7614L10,2021-08-19,2023-01-23,1
03KG,,,2023-02-16,,6
03KK,21516,N0731H10,2021-07-15,2023-12-29,1
03KM,19185,09723510,2021-08-19,2023-12-29,1
03KS,21528,23284P10,2021-07-15,2023-12-29,1
03KU,21587,89484T10,2021-07-15,2023-12-29,1
03KY,20246,76259410,2021-07-15,2021-09-15,1
03KY,20246,03940F10,2021-09-16,2022-12-27,1
03L2,20611,G5844210,2021-08-19,2021-10-17,1
03L2,20611,29335V10,2021-11-18,2022-07-08,1
03L2,,,2022-07-14,,6
03L4,20462,92535P80,2021-08-19,2022-11-08,1
03L4,20462,92535P88,2022-11-17,2023-12-28,1
03L5,21757,M8287R10,2021-08-19,2023-10-17,1
03L8,21352,31846B10,2021-08-19,2023-12-29,1
03L9,21357,26622P10,2021-08-19,2023-12-29,1
03LH,21547,38870X10,2021-08-19,2023-12-29,1
03LK,19295,50201G10,2021-08-19,2021-08-26,1
03LK,19295,46323Q10,2021-09-16,2023-08-04,1
03LL,21219,40263550,2021-08-19,2023-12-29,1
03LS,21569,60500F10,2021-08-19,2022-10-16,1
03LS,21569,60500F20,2022-10-20,2023-11-16,1
03LW,21431,M5R75Y10,2021-08-19,2022-11-04,1
03LX,21415,81730H10,2021-08-19,2023-12-29,1
03LY,21559,45827U10,2021-08-19,2023-12-29,1
03M0,21683,89142B10,2021-08-19,2023-12-29,1
03M1,21695,00509G20,2021-08-19,2023-12-29,1
03M2,21564,52466B10,2021-08-19,2023-12-29,1
03M4,20390,86738J10,2021-08-19,2023-08-22,1
03M4,20390,86738J30,2023-09-14,2023-09-25,1
03M5,19573,73054110,2021-08-19,2023-12-26,1
03MA,19835,04634X10,2021-08-19,2023-09-13,1
03MA,19835,04634X20,2023-09-14,2023-12-29,1
03MC,20759,G8633T11,2021-08-19,2021-11-03,1
03MC,22356,09077J10,2021-11-18,2023-05-18,1
03MC,22356,09077J20,2023-06-15,2023-09-22,1
03MG,21525,48553T10,2021-08-19,2023-12-29,1
03MH,20145,81948W10,2021-08-19,2023-12-29,1
03MY,21401,35969L10,2021-08-19,2023-12-29,1
03MZ,19797,57064P10,2021-08-19,2023-12-29,1
03N2,21609,92640010,2021-08-19,2023-12-29,1
03ND,21764,82657M10,2021-08-19,2023-12-29,1
03NE,21663,58600110,2021-08-19,2023-12-29,1
03NF,21763,81749D10,2021-08-19,2023-12-29,1
03NK,21599,29479A10,2021-08-19,2023-12-29,1
03NO,21604,00091E10,2021-08-19,2023-12-29,1
03NP,21648,45779010,2021-08-19,2023-12-29,1
03NR,21605,78351F10,2021-08-19,2023-12-29,1
03NS,21701,22207T10,2021-08-19,2023-12-29,1
03NV,21691,G9470A10,2021-08-19,2023-12-29,1
03NW,21601,12632710,2021-08-19,2023-12-29,1
03O0,20134,90138Q10,2021-08-19,2023-12-29,1
03O1,19025,92971A10,2021-08-19,2023-12-29,1
03O5,21716,G3R23910,2021-08-19,2023-12-29,1
03OA,21714,31656R10,2021-09-16,2022-08-16,2
03OA,21714,76134G10,2022-08-18,2023-07-31,2
03OC,21705,13740410,2021-09-16,2023-12-29,1
03OF,21613,58985J10,2021-09-16,2023-12-29,1
03OH,20778,24279410,2021-09-16,2022-01-13,1
03OH,22643,Q9225T10,2022-01-20,2023-12-29,1
03OK,21750,68217N10,2021-09-16,2023-12-29,1
03OO,21732,45254E10,2021-09-16,2023-12-29,1
03OX,21799,23256X10,2021-09-16,2023-12-29,2
03P4,20273,G2040C10,2021-09-16,2021-09-30,1
03P4,22132,50066V10,2021-10-14,2023-12-29,1
03P9,21379,25445D10,2021-09-16,2023-12-29,1
03PH,21827,L0223510,2021-09-16,2023-12-29,1
03PK,21552,42981E40,2021-09-16,2023-12-29,2
03PU,21541,29287R10,2021-09-16,2021-10-18,2
03PU,21541,29287W10,2021-10-19,2023-04-10,2
03PU,21541,36493410,2023-04-11,2023-12-29,2
03PW,21882,84387830,2021-09-16,2023-12-29,1
03QU,20307,61980M10,2021-09-16,2021-11-07,1
03QU,20307,25608610,2021-11-18,2023-12-29,1
03R9,21940,N5258610,2021-10-14,2023-12-29,1
03RD,21102,37611X10,2021-10-14,2023-12-29,1
03RF,17354,G1144A10,2021-10-14,2023-12-29,1
03RM,19592,60938K10,2021-10-14,2023-04-24,1
03RM,19592,60938K30,2023-05-18,2023-12-29,1
03RO,19417,75989E10,2021-10-14,2022-11-30,1
03RP,20576,08911510,2021-10-14,2021-10-24,1
03RP,20576,78397T10,2021-11-18,2023-12-29,1
03RR,22295,20454B10,2021-11-02,2023-12-29,1
03RX,19194,00857F10,2021-10-14,2023-11-22,1
03S1,19803,92561V10,2021-10-14,2023-12-29,1
03S4,21893,88546E10,2021-10-14,2023-12-29,1
03S5,21906,29249E10,2021-10-14,2023-12-29,1
03S6,21891,24477E10,2021-10-14,2023-12-29,1
03S7,21892,74276L10,2021-10-14,2023-12-29,1
03SB,20726,80359A10,2021-10-14,2023-07-05,1
03SB,20726,80359A20,2023-07-20,2023-12-29,1
03SE,21895,35805410,2021-11-18,2023-12-29,1
03SF,21922,20848V10,2021-11-18,2023-12-29,1
03SG,22003,29283F10,2021-11-18,2023-12-29,1
03SH,21897,85917T10,2021-11-18,2023-12-29,1
03SI,21957,75960P10,2021-11-18,2023-12-29,1
03SL,21912,04012610,2021-11-18,2023-12-29,1
03SM,20599,83193G10,2021-11-18,2023-12-29,1
03SN,21933,22979010,2021-11-18,2023-12-29,1
03SV,21904,03213A10,2021-11-18,2023-12-29,1
03T1,22222,67079A10,2021-11-18,2023-12-29,2
03T5,22203,30223G10,2021-11-18,2023-12-29,1
03T8,,,2021-11-18,2023-12-31,6
03TD,20171,26916J10,2021-11-18,2023-12-29,1
03TG,22240,88369M10,2021-11-18,2023-12-29,1
03TJ,22211,46500510,2021-11-18,2023-03-20,1
03TL,22229,74732410,2021-11-18,2023-12-29,1
03TT,22169,G4701H10,2021-11-18,2023-12-29,1
03TZ,22206,G3938710,2021-11-18,2023-12-29,1
03U5,22210,60369310,2021-11-18,2023-12-29,1
03U8,20381,63942X10,2021-11-18,2023-12-29,1
03U9,21562,45032V10,2021-11-18,2023-12-29,1
03UB,22161,89612W10,2021-11-18,2023-12-29,2
03UG,22199,92846Q10,2021-11-18,2023-12-29,1
03UI,22145,69376K10,2021-11-18,2023-12-29,1
03UL,22096,04041L10,2021-11-18,2023-12-29,1
03UN,21322,64130M20,2021-11-18,2023-12-29,1
03UP,22237,78163D10,2021-11-18,2023-12-29,1
03UU,22196,21077P10,2021-11-18,2023-12-29,1
03UW,21889,39531G10,2021-11-18,2023-05-15,1
