TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
FRCA,,,2023-05-18,,6
FRCB,,,2003-10-16,2016-11-05,6
FRCC,12169,32021410,1993-07-15,1997-09-22,1
FRCC,12169,25811P10,1997-10-16,2007-08-19,1
FRCC,12169,25811P88,2007-09-20,2013-06-30,1
FRCC,12169,25811P85,2013-07-18,2015-02-27,1
FRCC,,,2015-03-19,2016-12-31,6
FRCE,,,2008-02-14,,6
FRCH,75777,35781410,1991-06-20,1993-04-07,1
FRCN,,,2014-03-20,2018-06-30,6
FRCOY,,,2022-10-20,,6
FRCP,,,2004-05-20,2006-08-16,6
FRCP,91735,34520320,2007-01-18,2011-12-19,1
FRCV,,,2015-04-16,2015-11-18,6
FRCV,18115,36120Q10,2018-09-14,2023-12-29,1
FRD,80684,35180710,1994-12-15,2001-08-01,1
FRD1,79695,35843810,1994-03-17,2004-05-05,1
FRD1,,,2004-05-20,2005-09-30,6
FRDM,37664,35690010,1982-10-14,1986-08-13,1
FRE,75789,31340030,1989-08-10,2010-07-07,1
FRE1,84611,35661610,1997-04-17,1999-02-24,1
FRE1,84611,80914110,1999-03-18,2001-08-17,1
FRE3,87068,35687210,1999-10-14,2001-05-04,1
FRED,77420,35610810,1992-05-14,2019-09-17,1
FRED,,,2019-09-19,2020-01-31,6
FREE,37648,35615420,1983-08-18,1986-02-18,1
FREI,,,2006-06-15,2013-03-19,6
FREK,83918,03793910,1996-11-14,2000-11-29,1
FREK,83918,00252W10,2000-12-14,2005-04-15,1
FREK,,,2005-05-19,2007-12-31,6
FREQ,91023,Y2649610,2006-05-18,2010-09-30,1
FREQ,91023,Y2649614,2010-10-14,2013-02-13,1
FREQ,91023,Y2649620,2013-02-14,2013-12-01,1
FREQ,91023,Y2649630,2013-12-19,2013-12-31,1
FRES,80527,35803R10,1994-08-18,2001-05-24,1
FRES,,,2004-06-17,2012-01-24,6
FRET,,,2003-10-16,2013-05-08,6
FRF,12450,34954W10,2011-01-20,2014-12-03,1
FRFC,85008,33618810,1997-10-16,1997-11-20,1
FRFD,11743,31983110,1987-01-15,1993-05-06,1
FRFE,88162,35637310,1985-05-16,1987-12-31,1
FRG,55730,35864010,1978-07-20,1986-10-20,1
FRGE,20561,34629L10,2022-09-15,2023-12-29,1
FRGI,13375,31660B10,2012-05-17,2023-10-27,1
FRGK,90757,35903Q10,2008-02-14,2010-05-12,2
FRGK,90757,35903210,2010-05-13,2011-04-06,2
FRGO,87606,30744P10,2000-03-16,2006-08-03,1
FRGT,16877,G5141310,2022-11-17,2023-03-23,1
FRGT,16877,G5141311,2023-04-20,2023-12-29,1
FRHU,,,2007-01-18,2007-11-14,6
FRHU,91690,37929X10,2007-11-15,2010-10-13,1
FRI,81023,02588710,1995-01-19,1996-04-01,1
FRI,81023,24822510,1996-05-16,1999-07-05,1
FRI,81023,71913210,1999-07-15,2001-02-14,1
FRI,,,2001-12-20,2003-09-10,6
FRK,56784,34114010,1978-07-20,2007-11-15,1
FRL,,,1988-12-15,1998-05-19,6
FRLL,,,2008-09-18,2009-04-01,6
FRLN,83657,30739410,1996-07-18,1997-11-16,1
FRLN,83657,64114K10,1997-11-20,2007-02-06,1
FRM,58296,32089110,1976-06-17,1996-12-23,1
FRMB,78229,34990510,1988-10-20,1990-08-07,1
FRMB,,,1991-05-16,1996-02-02,6
FRME,75605,32081710,1993-05-20,2023-12-29,1
FRMG,11849,33761W10,1988-09-15,1996-06-24,1
FRMG,11849,37426510,1996-07-18,1999-05-27,1
FRML,11259,35834010,1987-04-15,1995-05-18,1
FRMM,13939,73933G20,2013-05-28,2017-04-18,1
FRMT,37699,35728810,1981-08-20,2008-04-16,1
FRMT,,,2008-04-17,2018-12-31,6
FRMT/1,15298,82670K20,2015-04-21,2015-06-02,1
FRMT/1,15298,75601W10,2015-06-18,2017-11-27,1
FRMT/1,,,2017-12-14,2019-12-31,6
FRNA,60636,35868510,1985-01-17,1985-06-18,1
FRNA,,,1986-01-16,1986-03-20,6
FRNB,36012,32106910,1984-07-19,1985-01-10,1
FRNC,37349,34967010,1989-08-17,1992-07-20,1
FRND,85548,35849710,1997-12-18,2007-08-03,1
FRNK,12688,35353C10,2011-10-20,2015-01-02,1
FRNS,90727,31865X10,2005-06-20,2006-08-29,1
FRNS,90727,31567R10,2006-09-14,2009-12-20,1
FRNS,90727,31567R20,2010-01-14,2012-01-27,1
FRNT,80528,35906510,1996-01-18,2006-04-02,1
FRNT,80528,35905910,2006-04-20,2008-04-21,1
FRNT,,,2008-05-15,2010-03-31,6
FROG,19656,M6191J10,2020-10-15,2023-12-29,1
FROK,77974,33761V10,1993-06-17,1995-02-28,1
FRON,10628,35905010,1989-11-16,2001-09-19,1
FRP,69403,35690310,1986-06-20,1998-01-05,1
FRP,69403,71921710,1998-01-15,2004-07-27,1
FRPI,90555,30556010,2005-02-17,2009-10-23,1
FRPI,,,2009-11-19,2011-06-15,6
FRPI,12501,30556030,2011-06-16,2017-07-03,1
FRPT,15067,35803910,2014-12-18,2023-12-29,1
FRR,90847,75734R10,2005-08-18,2011-12-28,1
FRR,,,2012-01-19,2016-12-31,6
FRRG,36258,33613510,1979-04-19,1986-10-31,1
FRRI,37584,35461310,1986-03-20,2023-12-29,1
FRS,57330,35874810,2000-04-20,2015-08-24,1
FRSB,,,2005-05-19,2012-07-23,6
FRSH,14654,69881410,2014-06-19,2019-05-22,1
FRST,36602,33790310,1987-09-17,1996-02-16,1
FRSX,16786,34552310,2017-08-17,2023-04-20,1
FRSX,16786,34552320,2023-05-18,2023-12-29,1
FRT,58413,31374720,1983-06-16,2022-01-02,1
FRT,58413,31374510,2022-01-20,2023-12-29,1
FRTA,16384,34960W10,2016-11-17,2022-03-17,1
FRTE,83263,34954610,1996-04-18,1999-10-19,1
FRTG,83506,34956K10,1996-08-15,2000-07-09,1
FRTG,83506,34956K20,2000-07-20,2002-03-05,1
FRTH,37461,35107010,1984-08-16,1996-01-31,1
FRTR,10753,35908110,1987-02-19,2001-02-01,1
FRTR,,,2001-02-15,2007-12-31,6
FRTS,,,2008-07-17,2016-12-31,6
FRTW,,,2006-10-19,2008-08-23,6
FRTY,85467,34641410,1997-12-18,2009-09-09,1
FRTZ,77989,35884610,1992-12-17,2001-05-24,1
FRUT,,,2005-04-14,2020-12-31,6
FRV,66560,36105510,1985-11-14,1990-05-28,1
FRV,66560,06690610,1990-06-14,1991-04-12,1
FRV,,,1991-07-18,2006-11-20,6
FRWM,13874,30603D10,2013-05-16,2016-05-13,1
FRWM,,,2016-05-19,2019-03-31,6
FRX,45241,34583810,1981-07-16,2014-06-30,1
FRZ,51289,35546010,1983-10-20,1986-10-20,1
FRZA,23256,34988N10,2023-09-14,2023-12-29,1
FS,46586,33802710,1976-01-15,1981-10-27,1
FSA,80596,31769P10,1994-06-16,2000-07-05,1
FSAC,82819,G3487410,1997-02-20,1999-05-03,1
FSAC,82819,G5446710,1999-05-20,2000-12-20,1
FSAC,82819,G8136510,2001-01-18,2008-11-13,1
FSAK,11855,35462510,1989-08-17,1990-02-15,1
FSAK,,,1990-10-18,1996-02-02,6
FSAM,10251,31859810,1986-12-18,1989-06-15,1
FSAM,10251,33841310,1989-07-20,1992-11-20,1
FSAT,84211,31769Q10,1997-02-20,1997-06-18,1
FSAT,84211,57772G10,1997-06-19,2005-05-16,1
FSB,46084,31744110,1977-06-16,1990-05-30,1
FSBC,86826,33645S10,2000-06-15,2005-12-09,1
FSBF,,,2007-08-16,2011-02-07,6
FSBG,10210,32019D10,1989-02-16,1991-11-01,1
FSBK,10552,33640810,1986-11-20,1989-04-03,1
FSBW,13528,30263Y10,2017-04-20,2023-12-29,1
FSBX,10755,35174110,1987-04-16,1996-06-12,1
FSBX,10755,59266810,1996-06-20,2001-10-31,1
FSC,87139,30372610,1999-09-16,2016-09-16,1
FSCB,11550,31993110,1992-01-16,1992-12-31,1
FSCC,11720,31995210,1988-05-19,1992-01-01,1
FSCC,11720,30236C10,1992-01-16,1994-12-30,1
FSCI,88976,33775620,2002-03-14,2013-08-08,1
FSCN,10060,35614220,1986-12-18,1998-06-25,1
FSCO,36274,33629410,1976-01-15,2000-10-25,1
FSCR,34463,31381910,1988-12-15,2005-03-02,1
FSCS,,,2010-01-14,2013-05-15,6
FSCS,13896,31572120,2013-05-17,2017-03-12,1
FSCS,13896,31572130,2017-03-16,2018-05-24,1
FSCS,13896,31572140,2018-06-14,2019-12-12,1
FSCT,16984,34553D10,2017-12-14,2020-08-14,1
FSCX,11477,31187110,1993-03-18,1998-06-09,1
FSCX,,,1998-08-20,2003-09-10,6
FSDB,93040,33740N10,2009-09-18,2014-10-31,1
FSEB,10553,32092410,1987-08-20,1990-09-27,1
FSEI,76349,33639710,1991-02-14,1993-04-02,1
FSFA,36311,33644410,1984-06-14,1987-05-31,1
FSFA,36311,02214510,1987-06-18,1991-03-16,1
FSFC,79697,33644E10,1994-12-15,1997-11-21,1
FSFF,85468,33639210,1998-11-19,2004-05-13,1
FSFG,92809,33621E10,2008-10-16,2023-12-29,1
FSFH,84805,33594410,1997-09-18,2000-01-31,1
FSFH,84805,82652110,2000-02-17,2001-03-30,1
FSFI,11831,33690610,1992-11-19,1997-02-18,1
FSFT,79385,35112810,1993-09-16,2001-04-30,1
FSFZ,14050,31679F10,2013-08-15,2017-10-17,1
FSFZ,14050,67402D10,2017-10-19,2021-03-18,1
FSGI,90862,33631210,2005-08-18,2011-09-18,1
FSGI,90862,33631220,2011-10-20,2015-10-30,1
FSH,84592,35100E10,2003-07-17,2007-04-26,1
FSHG,11219,33803010,1987-09-17,1989-08-24,1
FSHG,77150,33803210,1993-02-18,1998-01-21,1
FSHG,77150,33803220,1998-02-19,2006-11-09,1
FSHP,87230,35687310,1999-11-18,2000-10-23,1
FSHP,87230,03833V10,2000-11-16,2007-10-30,1
FSI,49875,33942310,1976-01-15,1996-12-23,1
FSI1,85944,35644K10,1998-05-14,2000-04-18,1
FSI1,85944,89864710,2000-04-20,2001-10-31,1
FSIC,14565,30263510,2014-04-17,2020-05-13,1
FSIC,14565,30263520,2020-06-16,2023-12-29,1
FSIH,14049,57118V10,2013-09-19,2015-05-19,1
FSIH,14049,05501X10,2015-06-18,2016-06-03,1
FSIH,,,2017-02-16,2019-12-31,6
FSII,75434,30263310,1989-04-20,2012-10-11,1
FSIN,79519,36113C10,2006-04-20,2008-01-14,1
FSIN,79519,36113E10,2008-01-17,2012-12-26,1
FSIX,89597,33938T10,2003-06-19,2023-12-29,1
FSKR,19435,35952V30,2020-07-16,2021-06-16,1
FSKY,36282,33629710,1987-09-17,1992-08-21,1
FSLA,10037,35462310,1987-10-15,1988-11-16,1
FSLA,10037,35463010,1988-11-30,1991-09-02,1
FSLA,10037,35245610,1991-09-19,2002-10-23,1
FSLA,10037,35242V10,2002-11-14,2004-04-27,1
FSLB,84736,33709Q10,2000-10-19,2001-01-01,1
FSLB,84736,56034R10,2001-01-18,2006-06-01,1
FSLK,,,2003-11-20,2004-12-01,6
FSLL,12787,G3727Q10,2011-06-16,2015-12-07,1
FSLN,90251,35687M10,2004-08-19,2005-01-19,1
FSLN,90435,35687M20,2005-01-20,2006-12-01,1
FSLR,91611,33643310,2006-12-14,2023-12-29,1
FSLY,18580,31188V10,2019-06-20,2023-12-29,1
FSM,47036,34482010,2000-04-20,2006-06-09,1
FSMM,12982,34991510,2012-08-16,2023-12-29,2
FSNJ,81207,07288310,1997-09-18,1999-03-22,1
FSNM,79828,33645310,1994-07-14,2010-07-27,1
FSNR,37277,34659010,1984-06-14,1996-05-22,1
FSNR,37277,87082710,1996-06-20,2002-08-28,1
FSNU,,,2005-10-20,,6
FSOL,,,1996-10-17,1998-12-31,6
FSON,83658,36112810,1996-07-18,2002-05-03,1
FSOU,78885,33644G10,1994-06-16,1995-06-02,1
FSOU,,,1995-12-14,2000-06-26,6
FSP,54500,35158610,1978-02-16,1985-09-18,1
FSP,54500,35146910,1985-10-17,1986-12-18,1
FSPG,11263,32051P10,1992-11-19,1993-06-27,1
FSPG,11263,32051B10,1996-06-20,1998-07-31,4
FSPP,90755,35471R10,2005-06-16,2023-12-29,1
FSPT,85181,33793110,1997-10-16,2001-03-02,1
FSPX,,,2003-10-16,2008-08-15,6
FSR,91887,G3529T10,2007-04-19,2010-05-17,1
FSR,91887,L3466T10,2010-05-20,2012-11-29,1
FSRC,,,2004-04-15,2006-12-06,6
FSRD,21042,31187R10,2022-04-14,2022-11-17,1
FSRD,,,2022-12-15,2023-12-31,6
FSRL,,,2004-11-18,,6
FSS,47706,31385510,1978-12-15,2023-12-29,1
FSSC,92694,31678A10,2008-06-19,2017-10-17,1
FSSC,92694,67401P10,2017-10-19,2023-01-22,1
FSSC,92694,67401P40,2023-02-16,2023-12-29,1
FSSS,86455,81369Y60,2004-05-20,2018-07-31,1
FSST,87830,31187710,2000-03-16,2003-06-20,1
FSST,,,2003-07-17,2004-08-15,6
FST,75164,34659210,1988-01-14,1989-01-31,1
FSTA,,,2010-07-15,2016-07-13,6
FSTA,17368,67109R10,2018-03-28,2023-12-29,1
FSTC,90667,31188F10,2005-04-14,2005-09-29,1
FSTF,90480,33708M20,2005-01-20,2009-05-25,1
FSTH,81556,33645B10,1997-09-18,2002-04-23,1
FSTM,77358,34659270,1992-04-16,1995-10-13,1
FSTR,37402,35006010,1983-09-15,2023-12-29,1
FSV1,81208,33761N10,1996-09-19,2015-06-01,1
FSV1,81208,19469310,2015-06-18,2023-12-29,1
FSVA,11506,31637810,1989-03-16,1993-08-19,1
FSVA,11506,31583110,1993-09-16,2012-08-30,1
FSVF,,,1997-10-16,1997-12-31,6
FSWB,,,2008-03-20,2008-10-10,6
FSYS,37357,34968910,1983-07-14,1987-06-30,1
FSYS,37357,88690710,1987-07-16,1995-10-02,1
FSYS,,,1996-12-19,2000-12-14,6
FT,11981,35671510,1976-01-15,1981-04-07,1
FTAC,18361,31811A10,2020-10-15,2020-10-18,1
FTAC,18361,70434P10,2020-11-19,2023-02-21,1
FTAI,15351,34960P10,2015-06-18,2022-11-10,1
FTAI,15351,G3730V10,2022-11-17,2023-12-29,1
FTBK,85978,35907K10,1999-02-18,2009-11-24,1
FTBK,85978,35907K20,2009-12-17,2010-04-30,1
FTC,76678,35939710,1991-08-15,1996-10-07,1
FTCG,79585,31973410,1997-10-16,2003-10-16,1
FTCH,18077,30744W10,2018-10-18,2023-12-15,1
FTCI,21051,30320C10,2021-06-17,2023-12-29,1
FTCV,20426,31810Q10,2021-10-14,2022-12-08,1
FTD,57103,34720010,1984-06-14,2010-01-14,1
FTDC,14247,30281V10,2013-11-14,2019-06-12,1
FTDC,,,2019-06-20,2020-12-31,6
FTDG,90554,30267U10,2005-02-17,2008-08-26,1
FTDI,89415,30265Q10,2002-11-14,2004-02-24,1
FTDR,18064,35905A10,2018-10-18,2023-12-29,1
FTE,85425,35177Q10,1998-05-14,2013-06-30,1
FTE,85425,68406010,2013-07-18,2023-12-29,1
FTEC,34810,31729310,1984-04-19,1985-08-07,1
FTEK,79586,35952310,1994-05-19,2023-12-29,1
FTEN,36397,33716210,1976-01-15,2004-04-20,1
FTEN,36397,32051710,2004-05-20,2023-12-29,1
FTF,81783,88180110,1996-08-15,2000-10-31,1
FTFC,75851,31996010,1989-11-02,2004-10-29,1
FTFF,90160,33733U10,2005-03-17,2022-11-17,1
FTFL,12615,36116M10,2011-03-23,2018-03-16,1
FTFN,83508,32022110,1999-06-17,2002-04-16,1
FTG,11315,31156530,2001-11-15,2005-12-29,1
FTG,,,2006-01-19,2006-11-14,6
FTGI,,,2008-01-17,2008-09-30,6
FTGX,88161,31565310,2000-07-20,2003-05-11,1
FTGX,88161,31565330,2003-05-15,2005-05-24,1
FTGX,88161,31565340,2005-06-16,2009-09-09,1
FTHL,87607,G3529L10,2000-04-20,2002-06-12,1
FTHL,,,2002-09-19,2004-12-31,6
FTHM,19555,31189V10,2020-09-17,2023-12-29,1
FTHR,80932,31305410,1994-12-15,2006-08-01,1
FTI,16538,G8711010,2017-02-16,2023-12-29,1
FTI1,89004,30249U10,2001-07-19,2017-01-13,1
FTIC,83509,34551810,1996-06-20,1998-06-22,1
FTIC,83509,30294110,1998-07-16,2023-12-29,1
FTII,90556,36113B30,2005-02-17,2014-05-12,1
FTII,90556,36113B40,2014-05-15,2018-05-06,1
FTII,90556,36116X10,2018-05-17,2019-04-24,1
FTII,,,2019-06-20,2020-12-31,6
FTIL,35802,32053610,1983-11-17,1992-02-28,1
FTIV,20146,31810N10,2021-04-15,2021-06-24,1
FTIV,20146,71367G10,2021-07-15,2023-12-29,1
FTK,90783,34338910,2005-10-20,2023-09-25,1
FTL,71984,35941610,1987-03-03,1999-03-04,1
FTL,71984,G3682L10,1999-03-18,2000-04-20,1
FTL,,,2000-05-18,2002-02-12,6
FTME,,,2006-07-20,2008-12-31,6
FTNB,84079,35989410,1997-07-17,1999-05-04,1
FTNT,93132,34959E10,2009-12-17,2023-12-29,1
FTOC,19963,G3728810,2021-06-17,2021-06-25,1
FTOC,21576,70451X10,2021-07-15,2023-12-29,1
FTPS,79829,30266010,1994-01-20,1998-08-26,1
FTR,21522,35937010,1976-01-15,1986-12-23,1
FTR,71976,35936910,1987-01-21,1989-02-16,1
FTRE,23942,34965K10,2023-08-17,2023-12-29,1
FTRS,,,2007-09-20,2012-12-31,6
FTS,83985,34491210,1996-11-14,2003-12-26,1
FTS,,,2004-03-18,2009-06-12,6
FTS1,81706,34903110,1997-10-16,2000-06-14,1
FTSB,11846,31995410,1988-04-14,1992-04-07,1
FTSC,35511,31992110,1984-06-14,1990-12-19,1
FTSC,35511,33592710,1990-12-24,1994-01-28,1
FTSI,17273,30283W10,2018-03-15,2020-05-11,1
FTSI,17273,30283W20,2020-05-14,2020-11-19,1
FTSI,17273,30283W30,2020-12-17,2022-03-04,1
FTSP,11757,33715710,1991-07-18,2001-10-15,1
FTSV,17883,34983P10,2018-08-16,2020-04-06,1
FTTR,10222,35832110,1986-10-16,1993-12-08,1
FTTR,10222,35832120,1994-01-20,1996-02-26,1
FTVWI,16087,34959J10,2016-07-14,2023-12-29,1
FTX,62877,35671410,1981-05-14,1995-10-22,1
FTX,62877,35671440,1995-11-16,1997-12-22,1
FTXP,,,2022-07-14,,6
FU04,79490,35967810,2004-04-15,2023-12-29,1
FU05,,,2004-04-15,2013-11-13,6
FU0A,79536,36091210,2004-04-15,2007-01-03,1
FU0A,79536,36091230,2007-01-18,2007-03-19,1
FUBC,77891,33740710,1993-06-14,1997-11-11,1
FUBO,19893,35953D10,2020-11-19,2023-12-29,1
FUDD,37859,35951710,1984-07-19,1988-11-24,1
FUDD,37859,23406810,1988-12-15,1992-01-20,1
FUDD,37859,23406820,1992-02-20,1997-07-17,1
FUE1,84311,86292410,1999-07-15,2007-02-13,1
FUE1,84311,78453M10,2007-02-15,2009-09-30,1
FUE1,84311,78453M20,2009-10-15,2011-09-28,1
FUEL,10841,39830010,1989-08-17,1994-12-13,1
FUFS,88066,33741410,1987-04-16,1987-09-30,1
FUIS,,,2004-04-15,2023-04-04,6
FUJA,,,1988-01-14,2002-09-06,6
FUJI,37867,35958630,1982-06-09,2006-10-01,1
FUJI,37867,35958N10,2006-10-19,2009-07-31,1
FUJI,,,2009-08-20,,6
FULB,,,2003-11-20,2004-05-15,6
FULD,,,1988-01-14,2009-03-31,6
FULE,14164,77311110,2013-10-17,2017-09-05,1
FULL,37875,35969410,1976-08-19,2023-12-29,1
FULT,88197,36027110,1988-08-18,2023-12-29,1
FULZ,12309,35967110,2010-09-16,2016-11-03,1
FUN,75041,15018510,1988-01-14,2023-12-29,1
FUNC,36469,33735810,1976-01-15,2001-09-03,1
FUNC,36469,92990310,2001-10-18,2008-12-31,1
FUNN,79831,62454710,1995-01-19,1997-05-01,1
FUNN,79831,56118210,1997-06-19,1999-11-16,1
FUPBY,,,2022-08-18,,6
FUQI,92306,36102A20,2007-11-15,2011-03-28,1
FUR,50614,33740010,1976-01-15,2005-11-30,1
FUR,50614,97639110,2005-12-15,2008-11-30,1
FUR,50614,97639130,2008-12-18,2016-08-01,1
FURX,93392,36106P10,2010-06-17,2014-07-01,1
FUS,77634,33743H10,1992-07-16,1997-06-27,1
FUSA,80818,35038410,1995-03-16,2004-01-22,1
FUSC,80627,33741010,1995-07-20,1998-03-13,1
FUSE,82700,35953610,1996-02-15,1999-11-12,1
FUSN,80530,36112910,1994-07-14,1997-08-04,1
FUT,75346,35514510,2003-02-20,2013-05-16,1
FUTD,77889,33741H10,1998-06-18,2023-12-29,1
FUTK,,,2007-08-16,2008-02-15,6
FUTR,10346,46635010,1989-08-17,1994-12-06,1
FUTR,10346,46635030,1995-09-14,1997-06-02,2
FUTR,10346,44951810,1997-06-03,1998-01-12,5
FUTR,10346,44951820,1998-01-13,2002-12-13,1
FUTR,,,2003-11-20,2004-08-15,6
FUV,16927,03958710,2018-07-19,2022-11-29,1
FUV,16927,03958720,2022-12-15,2023-12-29,1
FUWA,,,2002-11-14,2005-03-31,6
FVB,52265,33747710,1976-01-15,2003-07-01,1
FVCX,85979,33748510,1998-06-18,1998-08-09,1
FVCX,85979,30266P10,1998-08-20,2001-02-06,1
FVCX,85979,33748410,2001-02-15,2003-06-29,1
FVCX,85979,33748430,2003-07-17,2004-08-24,1
FVCX,,,2004-09-16,2007-09-18,6
FVDF,17285,33735A10,2004-06-17,2006-12-15,1
FVDF,89807,33734H10,2007-01-18,2007-02-21,1
FVE,89252,33832D10,2002-01-17,2019-09-30,1
FVE,89252,33832D20,2019-10-17,2023-03-17,1
FVF,75291,31791610,1988-05-19,1992-07-14,1
FVF,,,1993-02-18,1996-02-02,6
FVHI,84312,33748610,1997-01-16,1998-12-16,1
FVHI,84312,59078710,1998-12-17,2002-01-18,1
FVIM,,,1998-09-17,2002-09-06,6
FVLF,17282,33735D10,2004-06-17,2006-07-20,1
FVRL,90594,31208840,2005-02-17,2008-09-24,1
FVRL,,,2009-05-14,2014-12-31,6
FVRR,18768,M4R82T10,2019-07-18,2023-12-29,1
FVWE,92295,00972010,2007-09-24,2011-04-13,1
FVWE,92295,96040V10,2011-04-14,2012-09-05,1
FWB,53209,33757010,1976-01-15,1989-01-02,1
FWB,53209,33761C10,1989-01-19,1998-11-19,1
FWBI,75626,33750510,1992-09-17,1999-08-06,1
FWC,18112,35024410,1976-01-15,2001-05-28,1
FWC,18112,G3653510,2001-06-14,2004-12-15,1
FWC,18112,G3653513,2005-06-03,2009-02-08,1
FWC,18112,H2717810,2009-02-19,2014-12-03,1
FWCH,75523,33759610,1988-10-20,1991-06-02,1
FWCH,75523,02083710,1991-06-20,1997-12-04,1
FWCO,77416,33752710,1992-06-18,1993-09-20,1
FWCO,77416,30217410,1993-10-14,1997-04-27,1
FWCO,77416,72142R10,1997-05-15,1999-06-20,1
FWCO,77416,72142Y10,1999-07-15,1999-10-29,1
FWES,41021,33753110,1982-05-20,1994-10-31,1
FWF,40811,30735110,1978-06-15,1991-09-13,1
FWF,86951,96063110,1999-06-15,2003-08-29,1
FWHT,88163,31779410,2002-02-14,2005-06-12,1
FWHT,88163,55311R10,2005-06-16,2009-06-08,1
FWHT,88163,92535G10,2009-06-18,2010-08-17,1
FWHT,88163,92535G20,2010-08-19,2012-03-01,1
FWIN,13527,33829M10,2012-08-16,2023-12-29,1
FWIS,87770,33762530,2000-04-20,2001-02-11,1
FWIS,87770,92335X10,2001-02-15,2001-11-15,1
FWIS,,,2002-05-16,2006-10-10,6
FWMC,,,2009-07-16,2014-07-16,6
FWMC,18191,06211J10,2018-10-24,2023-12-29,1
FWNC,88130,34933710,1986-04-17,1998-03-27,1
FWO,56397,33760710,1983-08-18,1988-12-30,1
FWP,15009,34986J10,2014-11-20,2019-12-05,1
FWP,15009,34986J20,2019-12-19,2021-12-31,1
FWRG,22204,33748L10,2021-11-18,2023-12-29,1
FWRX,84612,31659P10,1997-06-19,2000-08-24,1
FWRX,,,2001-06-14,2004-05-15,6
FWSH,81707,33748950,1995-10-19,2001-02-28,1
FWWB,82575,33620W10,1995-12-14,1998-07-27,1
FWWB,82575,33748T10,1998-08-20,2000-10-29,1
FWWB,82575,06652V10,2000-11-16,2011-05-31,1
FWWB,82575,06652V20,2011-06-16,2023-12-29,1
FWZL,77643,31982910,1992-06-10,2023-12-29,1
FX,86401,35138T10,1998-12-17,2005-03-21,1
FXCB,91501,35137P10,2006-10-02,2010-06-28,1
FXCB,91501,35137T10,2010-07-15,2016-06-30,1
FXCM,12446,30269310,2010-12-16,2015-09-30,1
FXCM,12446,30269320,2015-10-15,2017-02-26,1
FXCM,12446,37891B10,2017-03-16,2017-12-28,1
FXD,91995,33734X10,2007-07-19,2012-06-14,1
FXGI,,,2004-05-20,2004-08-15,6
FXLV,21641,30322L10,2021-08-19,2023-08-24,1
FXM,67520,35165310,1983-12-15,1986-03-14,1
FXNC,,,2006-03-16,2006-06-14,6
FXNC,18554,32106V10,2019-04-18,2023-12-29,1
FXRE,92526,30270910,2008-01-17,2009-05-01,1
FYBR,11782,22674J10,1988-04-14,1992-06-30,1
FYII,82821,30271210,1996-03-14,2002-02-13,1
FYII,82821,83616710,2002-03-14,2006-07-12,1
FZID,,,1988-10-20,1994-12-14,6
FZID,80083,33932450,1994-12-15,1996-03-22,1
FZON,,,2007-01-18,2012-02-15,6
FZON,14548,74316X10,2014-03-27,2023-12-29,1
G,19721,39802810,1976-01-15,1991-05-14,1
G,19721,25247010,1991-05-16,1996-08-15,1
G,83821,25247D10,1996-09-19,2004-03-29,1
G0OD,89823,37653610,2003-08-14,2023-12-29,1
G1,69892,38095610,1994-06-16,2000-10-31,1
G1,69892,38095640,2000-11-16,2019-04-17,1
G22,,,2002-12-19,2010-08-18,6
G22,12840,20575010,2011-06-10,2017-11-09,1
G22,12840,20575020,2017-11-16,2019-11-28,1
G22,12840,20575030,2019-12-19,2023-12-29,1
GA,64960,40273310,1983-04-08,1985-08-16,1
GA0E,84833,M5252310,2004-04-15,2017-12-27,1
GA0G,85404,36381210,2004-04-15,2008-05-14,1
GABL,69980,36239710,2003-02-20,2006-12-14,1
GABLF,,,2022-04-14,2023-04-28,6
GAC,84028,40273410,1996-10-10,1999-07-30,1
GAC1,,,2000-07-20,2003-09-17,6
GAC1,90030,36828910,2004-02-03,2006-03-14,1
GACC,81557,36874910,1995-08-17,1998-02-17,1
GACC,,,1998-03-19,2002-12-06,6
GACH,,,2010-05-20,2015-03-31,6
GACO,10008,36547310,1986-09-18,1988-11-21,1
GADZ,82492,36255310,1995-11-16,2004-02-11,1
GADZ,,,2004-10-14,2005-02-17,6
GAEO,38085,36354410,1983-08-18,1999-09-30,1
GAEO,38085,64116F10,1999-10-14,2000-05-12,1
GAF,41953,36142810,1976-01-15,1989-03-29,1
GAF1,83226,36143710,1997-07-17,2004-05-24,1
GAFA,11466,36740830,1992-06-18,1994-08-29,1
GAFC,86966,39160110,1999-08-19,2007-02-21,1
GAG,92393,37451110,2007-11-15,2014-07-18,1
GAGA,12353,52116810,2010-11-18,2014-12-02,1
GAHH,,,2006-11-16,2014-12-31,6
GAI,53794,38520110,1985-02-14,1988-05-31,1
GAI1,85958,G3932010,1998-06-18,2008-12-10,1
GAI1,85958,G3932011,2008-12-18,2013-09-24,1
GAIA,87321,36268Q10,1999-12-16,2016-07-14,1
GAIA,87321,36269P10,2016-08-18,2023-12-29,1
GAIM,93042,81941U10,2009-10-15,2015-11-18,1
GAIN,10822,36312710,1986-11-06,2005-11-20,1
GAIN,10822,36312720,2005-12-15,2009-06-07,1
GAIN,10822,36312730,2009-06-18,2011-01-27,1
GAIT,48697,51570710,1992-12-17,2009-07-23,1
GAIT,48697,70455G10,2009-08-20,2010-07-21,1
GALN,88631,36324010,2002-05-16,2004-06-27,1
